id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Month
49736,Boutique Studio Apartment in Kits!,227101,Sarah,,Kitsilano,49.26739798,-123.1463394,Entire home/apt,1950,31,9,2016-08-22,0.09,1,363,01-Oct
54261,Yaletown 1 Bedroom Condo,254337,Edgar,,Downtown,49.27654925,-123.1248469,Entire home/apt,95,90,36,2013-06-20,0.4,1,365,01-Oct
68894,Top-of-the-Line House: 5 min walk to Commerical Dr,343195,Trish,,Grandview-Woodland,49.26705027,-123.0608109,Entire home/apt,111,4,59,2018-10-07,0.67,2,327,01-Oct
70453,Beautiful Modern Heritage Home,56709,Samantha Jo,,Downtown Eastside,49.27946704,-123.0875209,Entire home/apt,299,5,9,2018-08-19,0.23,3,8,01-Oct
72659,Central Convenient Vibrant Neighbourhood!,375168,Donna,,Grandview-Woodland,49.27357157,-123.0702397,Entire home/apt,210,7,12,2018-05-23,0.17,1,277,01-Oct
77157,Room with a Garden View!,412802,Anne,,Arbutus Ridge,49.24674556,-123.1671093,Private room,99,1,516,2018-09-23,5.6,2,308,01-Oct
98242,"Studio, private patio, WIFI/Cbl, monthly stay!",31065,Mj,,Sunset,49.22293079,-123.0778516,Entire home/apt,56,31,464,2018-10-07,5.16,2,78,01-Oct
98830,Your Downtown Getaway !,520997,Cristina,,Downtown,49.27981662,-123.1250902,Entire home/apt,121,3,226,2018-10-01,2.5,1,87,01-Oct
102268,Cozy and large studio,514310,Bibi,,Riley Park,49.25042062,-123.1027914,Entire home/apt,60,31,96,2018-10-01,1.08,1,212,01-Oct
104346,"Vancouver BC Canada, Downtown,private entrance",543076,Marie-Line,,Downtown Eastside,49.27817605,-123.0891295,Private room,105,2,235,2018-09-27,3.66,1,327,01-Oct
108881,Olympic Village Suite,560892,Vancouver Furnished,,Mount Pleasant,49.2716388,-123.107145,Entire home/apt,193,30,2,2018-07-10,0.42,7,358,01-Oct
111077,"Clean and Comfy, 2 Bd, Walk to the Drive",569682,Kristina,,Grandview-Woodland,49.26726304,-123.0596887,Entire home/apt,139,3,88,2018-09-10,0.98,1,278,01-Oct
118513,"White Orchid - Super comfy bed, Steps-2 Skytrain",597619,Rozsa,,Renfrew-Collingwood,49.24570719,-123.0478789,Private room,61,30,33,2018-03-15,0.38,2,142,01-Oct
125081,One step away from the Drive!,69746,Serge & Brigitte,,Grandview-Woodland,49.2677213,-123.065508,Private room,86,5,157,2018-09-15,1.5,2,346,01-Oct
125176,Main Street Vineyard,622926,Mark,,Riley Park,49.24648209,-123.092413,Entire home/apt,110,2,366,2018-10-03,4.18,1,149,01-Oct
129163,"Rock Rose - Clean, Cozy, Comfy, Steps2-Skytrain.",597619,Rozsa,,Renfrew-Collingwood,49.24507042,-123.0494075,Private room,44,30,47,2018-06-25,0.6,2,349,01-Oct
129756,cosy room near skytrain &The Drive,69746,Serge & Brigitte,,Grandview-Woodland,49.26785057,-123.066117,Private room,80,5,171,2018-09-28,1.92,2,326,01-Oct
134688,"West view, Transit convenient, clean & comfortable",653436,Pirike,,Renfrew-Collingwood,49.24493454,-123.0491597,Private room,39,30,36,2017-09-23,0.41,5,204,01-Oct
140698,"1905 Neo-Edwardian Heritage Loft, Olympic Village",69640,Steve,,Mount Pleasant,49.26291607,-123.1058067,Entire home/apt,128,5,91,2018-10-03,1.03,1,351,01-Oct
160157,City Centre and Walk to Beach,767559,Valentina,,West End,49.28232093,-123.1295412,Entire home/apt,108,2,380,2018-09-23,4.31,1,118,01-Oct
170137,Family friendly Point Grey Home,381497,Catherine,,Dunbar Southlands,49.25709572,-123.1910119,Entire home/apt,175,1,92,2018-09-20,1.06,1,251,01-Oct
172827,3 bed 2 bath Penthouse in Heart of Downtown,19982,Fernande,,West End,49.28161296,-123.1269624,Entire home/apt,357,4,3,2018-08-19,1.17,1,50,01-Oct
174135,VANCOUVER'S BEST PRIVATE SUITE/LOFT,831892,Hollie,,Downtown Eastside,49.27782419,-123.089847,Entire home/apt,95,30,116,2018-04-04,1.35,1,300,01-Oct
179243,❤️ Private Room in Brick Loft Apt,851779,Elizabeth & Ryan,,Mount Pleasant,49.25813019,-123.1017673,Private room,95,2,520,2018-10-05,5.97,2,277,01-Oct
182451,KITS SUPER CENTRAL DELIGHTFULL APT!,874660,Penny,,Kitsilano,49.25961968,-123.1684768,Entire home/apt,105,30,50,2018-09-06,0.57,2,118,01-Oct
194191,Quiet Oasis steps from THE DRIVE **,893727,Peter & Robin,,Grandview-Woodland,49.26770507,-123.0666972,Private room,60,5,69,2018-09-29,0.8,1,38,01-Oct
194806,D28 - Spectacular 2 bedroom,30899,Rami,,Downtown,49.27935587,-123.1093413,Entire home/apt,268,30,27,2018-04-09,0.32,27,365,01-Oct
196722,"Three bedrooms, fantastic location!",958297,Elana & Gary,,Grandview-Woodland,49.26364274,-123.0696723,Entire home/apt,207,5,10,2018-07-23,0.19,2,161,01-Oct
200643,This is the door to Vancouver USW,981145,Dianne,,Downtown Eastside,49.2738388,-123.0828908,Private room,70,1,79,2018-10-07,1.07,4,323,01-Oct
202211,Trout Lake Haven !,989790,Paul,,Kensington-Cedar Cottage,49.25380861,-123.0595091,Private room,75,2,158,2018-09-15,1.83,2,67,01-Oct
202397, DT VANCOUVER/CENTRAL TO EVERYTHING,991152,Mark,,Downtown,49.27597864,-123.1293331,Entire home/apt,100,30,27,2018-08-21,0.36,1,252,01-Oct
219261,A Real Gem in the Heart of Kits,1135259,Rami,,Kitsilano,49.27246289,-123.1495382,Entire home/apt,200,1,102,2018-10-06,3.99,1,236,01-Oct
226731,Vancouver central- 1bdrm private condo,560892,Vancouver Furnished,,Downtown,49.28405561,-123.1159762,Entire home/apt,162,30,10,2018-09-23,0.16,7,346,01-Oct
226757,Cultural heart of Vancouver-Robson3,560892,Vancouver Furnished,,Downtown,49.28118752,-123.1188301,Entire home/apt,206,30,7,2018-09-01,0.09,7,273,01-Oct
226762,Wonderful Hudson location 2brm,560892,Vancouver Furnished,,Downtown,49.28228931,-123.1161159,Entire home/apt,220,30,9,2017-09-12,0.18,7,335,01-Oct
236297,West End Retreat - Private Room/Bath,1238915,Adam,,West End,49.29000287,-123.1408745,Private room,150,1,34,2018-10-03,0.67,1,89,01-Oct
248014,"Stunning views, comfort, location!!",1299977,Gabriella,,Grandview-Woodland,49.29073885,-123.0584897,Entire home/apt,80,31,1,2014-09-04,0.02,1,151,01-Oct
248973,East Vancouver Hidden Gem,1304461,Shelley,,Hastings-Sunrise,49.2805309,-123.0549404,Entire home/apt,191,2,70,2018-09-04,0.83,2,340,01-Oct
249106,East Vancouver Loft,1304461,Shelley,,Hastings-Sunrise,49.28034991,-123.0536489,Shared room,45,1,71,2018-09-23,0.84,2,340,01-Oct
254657,Heritage Loft in heart of Gastown,241920,Scott,,Downtown Eastside,49.28273396,-123.1049171,Entire home/apt,222,2,55,2018-09-23,0.82,1,0,01-Oct
257163,"Lg. Room, Private Bath & Breakfast!",70797,Adrianna,,Kensington-Cedar Cottage,49.24003271,-123.0638955,Private room,67,3,37,2018-09-23,0.45,1,82,01-Oct
258636,FABULOUS Luxury Downtown Vancouver!,948852,Ian,,Downtown,49.27796164,-123.1267072,Entire home/apt,124,30,51,2018-08-16,0.62,1,283,01-Oct
266307,Main St and Queen Elizabeth Park,1396322,Erika,,Riley Park,49.2481232,-123.1033063,Private room,119,2,46,2018-09-21,0.61,1,155,01-Oct
274284,fabulous view over false creek  ,1424264,James,,Downtown,49.27552442,-123.1025127,Entire home/apt,259,30,36,2018-07-27,0.44,1,358,01-Oct
306178,Sunset views - LGBTQ2+ friendly,1574553,Michelle,,Renfrew-Collingwood,49.23311381,-123.0266876,Private room,66,2,56,2018-08-31,0.76,2,139,01-Oct
311354,Close to downtown/shops/restaurants/skytrain,58512,Que,,Grandview-Woodland,49.2641466,-123.0700771,Entire home/apt,200,30,3,2018-03-30,0.3,9,182,01-Oct
322824,Modern yaletown apartment with view!,1652613,Blake,,Downtown,49.27706214,-123.1243798,Entire home/apt,171,31,137,2018-07-24,1.72,1,188,01-Oct
325795,"Spotless 1B Apt. 5 min walk to Commerical ""Drive""",343195,Trish,,Grandview-Woodland,49.26633754,-123.0620737,Entire home/apt,80,3,157,2018-09-26,2.01,2,270,01-Oct
344443,Centrally Located Room 4 Student *Meals Included!,1747192,Lee-Anne,,Mount Pleasant,49.26981401,-123.1101951,Private room,65,30,16,2018-04-14,0.21,1,284,01-Oct
359942,Stylish Dwntwn Condo-female/couple ,1200456,Nala,,Downtown,49.2782542,-123.1186546,Private room,245,2,41,2018-09-18,0.51,6,365,01-Oct
363705,This is the door to Vancouver USE,981145,Dianne,,Downtown Eastside,49.27710962,-123.0786083,Private room,65,1,68,2018-09-24,0.88,4,260,01-Oct
377706,Bright Spacious Bedroom Pvt Bath,1898008,Tina,,Grandview-Woodland,49.27900016,-123.0697694,Private room,36,30,53,2018-09-16,0.71,1,331,01-Oct
400640,COMFY + SAFE nr DOWNTOWN+ HOSPITALS,84820,Chris,,South Cambie,49.24429017,-123.1207216,Private room,117,2,20,2018-08-25,0.26,3,81,01-Oct
415700,"LARGE PRIVATE ROOM+BATH, OWN ENTRY, KING BED",83871,Adam,,Renfrew-Collingwood,49.23467624,-123.0550849,Private room,51,1,156,2018-09-24,1.98,2,334,01-Oct
416453,Ultra Modern Studio in False Creek,1318151,Suzanne,,Downtown Eastside,49.27843802,-123.0998602,Entire home/apt,159,30,43,2018-09-04,0.55,1,155,01-Oct
417047,New 2 BR Only Minutes from Downtown,2074212,Andrea,,Downtown Eastside,49.27781855,-123.0920945,Entire home/apt,100,1,177,2018-09-23,2.26,1,37,01-Oct
436032,Trendy & Spacious 2 bd Gastown Loft,2165986,Kristy,,Downtown Eastside,49.28297427,-123.103933,Entire home/apt,245,4,54,2018-10-01,0.69,1,326,01-Oct
438881,Small private room close to Airport,1405499,Marcel,,Marpole,49.20623262,-123.1363747,Private room,27,32,61,2018-06-07,0.78,1,168,01-Oct
444187,UNIQUE 4 Bedroom Character House near Downtown!,276869,Chloe,,Mount Pleasant,49.26745341,-123.1102556,Entire home/apt,500,3,7,2018-09-03,0.74,2,97,01-Oct
448104,Modern Charm in Downtown Vancouver,179396,Lili,,West End,49.28145309,-123.1258199,Entire home/apt,137,28,235,2018-09-30,3.01,5,98,01-Oct
460014,Top Floor Character Beach House,2287575,James,,Kitsilano,49.2691176,-123.1710199,Entire home/apt,226,3,27,2018-09-11,0.35,1,362,01-Oct
461370,Lovely large room w/ private bath ,1200456,Nala,,Killarney,49.2281397,-123.031486,Private room,84,2,40,2018-09-03,0.53,6,360,01-Oct
475296,1400 sqft LOFT PENTHOUSE IN GASTOWN,2356016,Jocelyn,,Downtown Eastside,49.28338801,-123.1045298,Entire home/apt,350,2,79,2018-09-27,1.25,1,343,01-Oct
496298,"Downtown 1Bed+Den, stylish & modern",2451689,Marlin,,Downtown,49.27995947,-123.1168358,Entire home/apt,110,31,152,2018-08-05,1.99,1,210,01-Oct
497641,Spacious Blue Room in Large House,2456973,Jeanette,,Fairview,49.25889758,-123.1299815,Private room,124,30,24,2018-08-03,0.31,7,292,01-Oct
498112,"Renovated, modern house with 2 kitchens",2459577,Allison,,Kensington-Cedar Cottage,49.24869847,-123.0700249,Entire home/apt,375,5,22,2018-08-16,0.29,2,121,01-Oct
504154, Bright & Spacious Rooms near VGH,2456973,Jeanette,,Shaughnessy,49.25705354,-123.1317384,Private room,100,30,14,2018-03-29,0.18,7,344,01-Oct
507767,One Bedroom Suite @ the Luxurious LEVEL Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27749912,-123.1229584,Entire home/apt,185,31,2,2014-08-31,0.03,13,364,01-Oct
537571,Cultural heart of Vancouver-Robson4,560892,Vancouver Furnished,,Downtown,49.28090559,-123.1197272,Entire home/apt,167,30,8,2018-07-06,0.11,7,299,01-Oct
540348,Modern Architectural Home Lakeside sleeps 6,2655554,Kristen,,Kensington-Cedar Cottage,49.25760845,-123.063925,Entire home/apt,331,1,19,2018-09-23,0.3,1,352,01-Oct
556941,Gorgeous Chinatown condo,2738423,Laurence,,Downtown Eastside,49.27764957,-123.0992693,Entire home/apt,130,7,48,2017-09-03,0.64,1,70,01-Oct
557357,Commercial Dr West Coast Garden Ste,525761,Diane,,Grandview-Woodland,49.27909499,-123.0627166,Entire home/apt,70,30,184,2018-08-29,2.42,2,282,01-Oct
569160,Sunny Sunset Beach & Davie Street,2799473,Heath,,West End,49.27880294,-123.1296763,Entire home/apt,124,30,39,2018-09-03,0.53,1,173,01-Oct
597996,Cool new condo near transportation,2287667,Diane,,Mount Pleasant,49.26447064,-123.1005795,Entire home/apt,121,30,318,2018-09-30,4.33,1,44,01-Oct
617174,Green Couch GuestHouse Private Room,3058819,Michy+Jon,,Fairview,49.26668185,-123.1298962,Private room,60,1,72,2018-05-05,0.96,2,174,01-Oct
622217,Just renovated luxury subpenthouse,3084195,Sherry,,Downtown,49.27801276,-123.1071476,Entire home/apt,390,3,7,2018-08-08,0.11,1,362,01-Oct
625396,Close to Jericho beach garden level loft.,3102862,The Vancouver Connection!,,Kitsilano,49.27063338,-123.1841162,Entire home/apt,189,2,133,2018-10-07,1.77,1,230,01-Oct
648278,"Furnished ,spacious rooms, near VGH",2456973,Jeanette,,Fairview,49.25902698,-123.1316614,Private room,110,30,10,2018-07-11,0.17,7,361,01-Oct
654744,English Bay Hideaway @ Stanley Park,2796859,James,,West End,49.29262363,-123.1414289,Entire home/apt,200,30,51,2018-07-29,0.78,1,326,01-Oct
654763,1 Bedroom Private Furnished Suite,2459577,Allison,,Kensington-Cedar Cottage,49.25144901,-123.0733502,Entire home/apt,76,30,19,2017-11-01,0.29,2,184,01-Oct
659986,Near DOWNTOWN+CAMBIE---PRIVATE BATH,84820,Chris,,South Cambie,49.2441252,-123.119555,Private room,114,3,27,2018-05-06,0.38,3,351,01-Oct
662517,Olympic Village - Huge Patio,560892,Vancouver Furnished,,Mount Pleasant,49.26832853,-123.1073185,Entire home/apt,323,30,10,2018-06-08,0.16,7,344,01-Oct
666996,A Private Room in a Brand New Condo,2447132,Young,,Mount Pleasant,49.26202108,-123.0973367,Private room,53,1,8,2018-08-05,0.84,3,236,01-Oct
670259,Cozy room in 100 year old home,2818180,Shannon,,Kensington-Cedar Cottage,49.2619009,-123.0723931,Private room,60,30,85,2018-09-23,1.24,1,263,01-Oct
685239,Sunny Side Up- your own home- sleeps 3 people,3494649,Kendra & Trevor,,Hastings-Sunrise,49.27483764,-123.0370398,Entire home/apt,124,3,59,2018-09-27,0.8,2,364,01-Oct
688038,Vancouver's Beach At Your Doorstep,268742,Kayla,,West End,49.27911395,-123.1377369,Entire home/apt,296,3,25,2018-09-16,0.35,1,312,01-Oct
703179,Room for 1 or 2 in a whimsy condo,3246254,Izabela,,Downtown Eastside,49.28115398,-123.1077751,Private room,76,2,82,2018-09-23,1.16,1,184,01-Oct
713271,Luxury Seaview Studio Suite - Westend,3671073,Susan,,West End,49.28080984,-123.1361516,Entire home/apt,135,30,71,2018-06-05,1.1,1,190,01-Oct
727857,"2 Explore the city, near everything",560892,Vancouver Furnished,,Downtown,49.28443583,-123.1159333,Entire home/apt,194,30,6,2018-09-08,0.1,7,344,01-Oct
731219,Kitsilano Laneway House - Quiet Neighbourhood,3804851,Fran & Julian,,Kitsilano,49.25950467,-123.1824421,Entire home/apt,150,31,7,2018-08-02,0.11,1,242,01-Oct
732895,Best Location in Downtown - Bright Beautiful 1bdr,179396,Lili,,Downtown,49.28195376,-123.123834,Entire home/apt,137,28,185,2018-09-22,2.61,5,65,01-Oct
735468,ENGLISH BAY VIEWS,3462044,Shea,,West End,49.28269744,-123.1359468,Entire home/apt,150,2,21,2018-10-06,3.94,1,340,01-Oct
736244,Kitsilano Garden Suite West,3842332,Lynn,,Kitsilano,49.26728481,-123.1851346,Entire home/apt,149,4,257,2018-09-25,3.59,4,197,01-Oct
755558,Kitsilano 2 bdrm Garden Level Suite,3976484,Lori,,Kitsilano,49.25937636,-123.1655118,Entire home/apt,124,7,37,2018-09-13,0.58,1,85,01-Oct
763445,Very Convenient Mini-suite,169365,Peter,,Renfrew-Collingwood,49.24627918,-123.0434056,Entire home/apt,41,3,102,2018-09-10,1.45,1,41,01-Oct
766540,BEAUTIFUL SHAUNGHNESSY MANSION,4042017,Balfour,,Shaughnessy,49.25089746,-123.1286063,Private room,95,3,12,2018-08-21,0.43,5,89,01-Oct
771366,Gorgeous and Spacious Yaletown LEVEL Suite,2502595,LEVEL Furnished Living,,Downtown,49.27784286,-123.1221222,Entire home/apt,200,31,2,2014-07-02,0.03,13,365,01-Oct
771380,Stunning Two Bedroom Unit in Downtown Vancouver,2502595,LEVEL Furnished Living,,Downtown,49.27897446,-123.1219498,Entire home/apt,350,31,7,2014-10-01,0.1,13,364,01-Oct
784153,The Garden Quarter in Kitsilano,3211112,Rasha,,Kitsilano,49.26242464,-123.1737046,Entire home/apt,66,30,35,2018-10-01,0.5,3,226,01-Oct
785297,The Nook in Kitsilano,3211112,Rasha,,Kitsilano,49.26364368,-123.1748234,Private room,47,14,45,2018-10-09,0.63,3,183,01-Oct
785752,The Garden Nook in Kitsilano,3211112,Rasha,,Kitsilano,49.26295601,-123.1734986,Entire home/apt,114,30,3,2016-09-17,0.04,3,188,01-Oct
795978,Luxury Suite with Private Balcony,4191094,Kelly,,Downtown,49.27526899,-123.115862,Entire home/apt,325,180,6,2016-08-24,0.09,3,89,01-Oct
796016,Designer Furnish suite at Granville,4191094,Kelly,,Downtown,49.28440118,-123.1159065,Entire home/apt,187,30,15,2018-08-15,0.28,3,179,01-Oct
801222,fully furnished suite near VGH,4217281,Jennifer,,Fairview,49.25848237,-123.1225736,Entire home/apt,110,30,20,2017-07-29,0.3,3,250,01-Oct
818388,Granville Island Townhouse,4298399,Gerhard,,Fairview,49.26791627,-123.1364077,Private room,80,5,53,2018-10-07,1.7,1,0,01-Oct
824612,East Village Private Garden Gem!,4326869,Marketa,,Hastings-Sunrise,49.28647546,-123.0539522,Entire home/apt,84,31,50,2018-09-20,0.71,1,142,01-Oct
828920,1 bedroom+Den Monthly rentals only,4345039,Biljana,,Downtown,49.27347092,-123.1201193,Entire home/apt,144,30,3,2018-06-03,0.07,1,365,01-Oct
838336,"3 BEDROOM, 3 LEVEL TOWNHOUSE",4372257,Steve & Sonia,,Mount Pleasant,49.25787886,-123.1092524,Entire home/apt,450,6,12,2018-08-25,0.19,1,230,01-Oct
874731,Sunny room with private bathroom  near VGH,2216706,Matthew,,Fairview,49.25727607,-123.1212157,Private room,69,3,28,2018-07-08,0.43,1,71,01-Oct
875309,Heritage Home near Kits Beach,4621004,Judy,,Kitsilano,49.26964688,-123.1635147,Entire home/apt,275,7,29,2018-09-04,0.42,1,30,01-Oct
885600," Dunbar near UBC, modern + clean",4693732,David & Patti,,Dunbar Southlands,49.24720672,-123.1862194,Entire home/apt,124,3,150,2018-09-15,2.19,1,288,01-Oct
906964,"Amazing, modern, clean apt just off Commercial Dr",4856368,Kris,,Grandview-Woodland,49.27320915,-123.0707007,Entire home/apt,119,2,85,2018-09-30,1.41,1,321,01-Oct
941216,Beautiful Downtown Luxury Rental,5088083,Sahar,,Downtown,49.2803795,-123.1061239,Entire home/apt,121,60,1,2018-08-31,0.73,1,342,01-Oct
958090,Private apartment-Yaletown Downtown,1200456,Nala,,Downtown,49.27696963,-123.116158,Entire home/apt,362,30,10,2013-09-30,0.15,6,365,01-Oct
961692,"PRIVATE ENT. GARDEN SUITE
Savings= WK 20%  MTH 50%",5237545,Valerie,,Hastings-Sunrise,49.29186189,-123.0250398,Entire home/apt,130,3,32,2018-07-27,0.49,1,200,01-Oct
966003,$80 Special Downtown Van 180 Degree Water View,5268156,Sharon & Allan,,Downtown,49.28029582,-123.1078751,Entire home/apt,99,2,162,2018-10-06,2.61,6,9,01-Oct
980511,"261 Studio""Space""",600607,Bruce,,Downtown,49.27640325,-123.1254711,Entire home/apt,84,32,4,2016-10-31,0.1,47,39,01-Oct
994900,Charming 1bed Suite in Heritage House,5464331,Denise And Rolf,,Downtown Eastside,49.27888075,-123.0851395,Entire home/apt,105,3,180,2018-09-23,2.81,1,88,01-Oct
994969,152 Studio (no Bedroom),600607,Bruce,,Downtown,49.27993832,-123.1255383,Entire home/apt,73,32,1,2013-09-17,0.02,47,86,01-Oct
995174,159 2 BEDROOM/ 2 FULL BATH-ideal for sharing!,600607,Bruce,,West End,49.2883924,-123.1277675,Entire home/apt,92,32,10,2018-03-10,0.16,47,89,01-Oct
1002797,Budget Dunbar accommodation ideal for student,5514406,Henry,,Dunbar Southlands,49.23867145,-123.1855708,Private room,67,3,9,2018-08-26,0.23,3,277,01-Oct
1007137,S2-LUXURIOUS 2-BR/2-Baths/2-Balcony,5539641,Selina,,Downtown,49.28031016,-123.1267032,Entire home/apt,280,180,2,2014-05-23,0.04,2,365,01-Oct
1007144,S1-VIBRANT DOWNTOWN 1-BR + den!  ,5539641,Selina,,Downtown,49.278365,-123.1258208,Entire home/apt,180,180,1,2013-06-02,0.02,2,365,01-Oct
1012385,comfy stay in clean victorian house,5569906,Mark Anthony,,Mount Pleasant,49.25825073,-123.0890123,Entire home/apt,70,2,184,2018-10-07,2.78,1,195,01-Oct
1015935,Gorgeous Bright Modern Coach House,56709,Samantha Jo,,Downtown Eastside,49.28141367,-123.0901161,Entire home/apt,121,3,197,2018-09-15,2.93,3,217,01-Oct
1021607,Deluxe Junior One Bedroom (2 Beds),5623565,Hajime,,Downtown,49.27826385,-123.1208521,Entire home/apt,121,30,89,2018-06-04,1.33,2,141,01-Oct
1021669,Yaletown Deluxe Studio Condominium,5623565,Hajime,,Downtown,49.27870335,-123.1273206,Entire home/apt,110,30,126,2018-05-23,1.91,2,240,01-Oct
1030299,Great location!  Gastown/Skytrain,2673805,Keith,,Downtown,49.27842803,-123.1072486,Entire home/apt,111,90,21,2013-10-13,0.32,2,337,01-Oct
1032892,Artist's Character home in 'hip' Commercial Drive,2378744,Lori,,Grandview-Woodland,49.27093023,-123.0628895,Private room,95,2,29,2018-10-06,0.44,1,360,01-Oct
1096393,Available September 1st!,2456973,Jeanette,,Fairview,49.25817744,-123.1318468,Entire home/apt,115,31,9,2018-08-31,0.19,7,365,01-Oct
1102797,this is the door to vancouver UNW,981145,Dianne,,Downtown Eastside,49.27880971,-123.0801427,Private room,65,1,36,2018-09-30,0.76,4,267,01-Oct
1103566,"Modern, Heart of Downtown-3 BR+2Bath+Office+Pkg",6060927,Arin,,Downtown,49.27864839,-123.1072223,Entire home/apt,349,3,204,2018-09-30,4.64,1,275,01-Oct
1109821,136 Lord Stanley Great price!,600607,Bruce,,West End,49.29193349,-123.1364015,Entire home/apt,79,32,9,2018-08-03,0.16,47,84,01-Oct
1113551,Sunny Family Home in Heart of Kits,5231060,Liz,,Kitsilano,49.26056074,-123.1587373,Entire home/apt,480,6,29,2018-08-08,0.46,1,133,01-Oct
1115618,This is the door to Vancouver UNE,981145,Dianne,,Downtown Eastside,49.27863632,-123.0785371,Private room,65,1,17,2018-10-08,0.33,4,298,01-Oct
1118858,*Best choice in downtown-5 Stars *,70137,Kai,,West End,49.28115277,-123.1303821,Private room,95,3,32,2018-10-01,0.49,3,308,01-Oct
1124779,Top notch: townhouse in the sky,6154244,Rui,,West End,49.28047365,-123.1297803,Entire home/apt,180,2,284,2018-10-08,4.29,1,262,01-Oct
